director,id
joshua shelley,1217165
david eady,133235
george more o'ferrall,126126
wendy toye,133236
giuseppe andrews,4133
antonio manetti,129627
marco manetti,129628
rudolf ising,112994
silvio amadio,239315
marcello aliprandi,589580
marcello andrei,1138999
jeff preiss,1075514
james kent,211659
carlo ausino,1075451
camillo bazzoni,236755
mikko kuparinen,1113223
d.m.w. greer,1293972
nick fenton,967482
george somnes,1142378
fernando de fuentes,1040029
alexandre esway,593147
lorraine bracco,11478
enrique lópez lavigne,17603
juan cavestany,225020
travis fort,1362796
javier cárdenas,1093950
chema de la peña,140853
luigi batzella,102063
tony okun,1590544
alex goyette,1389033
todd kellstein,1116485
janicza bravo,1176379
steffen schäffler,1203284
dony permedi,550479
david barnard,84551
duncan skiles,101812
ryan larkin,148321
laurence merrick,1043175
robert hendrickson,1173714
seymour kneitel,89755
larry leichliter,124563
harold l. muller,1067966
george albert smith,1037661
jack hannah,139539
chuck workman,1025748
mark whiting,1759722
irv spector,1093241
gerard baldwin,1198894
barrington bunce,1262715
max fleischer,606084
maurice noble,179923
mark farrell,179496
claude cloutier,588882
dick huemer,69134
sid marcus,1054825
william lau,80948
john emerson,254114
rafa dengrá,1046586
arthur davis,573540
mark borchardt,87794
rein raamat,1084403
david fine,1191229
alison snowden,1191230
takena nagao,1207655
marc didden,148764
glen kasper,1276304
richard gale,32730
joanna romersa,145255
barry bruce,1245933
robert f. mcgowan,103926
jonathan stern,1252234
jacobo rispa,945167
jessica nilsson,45785
michel lang,554817
catherine castel,81748
jeanne labrune,51967
dominique farrugia,27221
françois armanet,567561
axel corti,23741
felipe braga,1313766
eric barbier,563586
arnauld mercadier,1073097
r. michael givens,222831
m.j. delaney,1211738
ian barry,152510
frank rainone,232219
roberto bianchi montero,46543
rolf hädrich,931125
frank wisbar,103907
arthur greville collins,1127087
theodore reed,13851
erich pommer,67
maria kravchenko,1398297
herz frank,1203057
juris kursietis,1354376
david hayter,10995
david a.r. white,116431
gabriel sabloff,1011901
alvy ray smith,126639
jennifer lebeau,1066344
álex pina,82725
michael pitiot,1132460
simon helberg,53863
jocelyn towne,206811
sarik andreasyan,232858
lidiya ishimbaeva,1418611
boris nirenburg,1418612
fernando larruquert,1298723
néstor basterretxea,1298724
graham yost,21206
tim van patten,44797
tony to,166291
aleksandr gintsburg,1369327
vasili zhuravlyov,271099
heather m. winters,57510
sophie lellouche,1077548
martin clapp,1003235
geoff lindsey,1003236
dorota kobiela,1003237
benicio del toro,1121
ronnie thompson,1088094
james nunn,1088096
michael worth,84769
kate connor,105363
emile edwin smith,1282041
jakob lass,1285455
dusty bias,999909
bruno bianchi,111508
joan espinach,938636
ricardo ramón,938637
w.d. hogan,1187609
jaime chávarri,37613
josh lawson,189230
mats lindberg,1312967
carl åstrand,1312968
henrik georgsson,212825
pontus klänge,1081835
jonathan metzger,1081836
greg manwaring,73095
l. gabriel gonda,1646354
stephan apelgren,81210
johanna hald,98319
alan bunce,1686489
giuliano carnimeo,103111
henry bedwell,1314787
sandro aguilar,876106
denis côté,236421
ben rivers,932613
ben russell,1070225
joão rui guerra da mata,1086400
sergio caballero,1188433
frauke finsterwalder,1186770
karl golden,460317
gower champion,118222
fabiomassimo lozzi,1008539
benedikt erlingsson,42092
antti haase,1365248
rainer kaufmann,49625
hasse ekman,145691
paul mariano,885470
kurt norton,928282
karel zeman,53859
claude friese-greene,890566
j.b.l. noel,1201869
julian t. pinder,1156778
ivan mykolaichuk,96209
murray siple,143100
nick sherman,1169869
corinna belz,240637
andrea kreuzhage,952078
morten skallerud,1202472
benny zenga,584011
josh johnson,1156218
stanislav govorukhin,39787
agnès obadia,81818
jānis nords,1148528
aigars grauba,1153617
winsor mccay,1024165
jennifer grausman,1322669
mark becker,1322673
jeremy summers,152013
nick noe,1658495
peter glantz,1658496
øystein karlsen,932494
yevgeni pashkevich,1311866
sean ackerman,1018733
jan komasa,566109
juris podnieks,1074824
mark young,123586
juris poškus,1107751
dean israelite,1099862
damon thomas,146864
justin kelly,1362819
brett haley,932759
mora stephens,1004172
rupert goold,150098
brad besser,1103619
sacha jenkins,1414867
kristina goolsby,1418960
ashley york,1418963
tony vainuku,1414870
erika cohn,1414871
mark cousins,1061561
mania akbari,557854
jennifer phang,586110
ivars seleckis,1201926
bryan buckley,1063377
andrew mogel,240376
jarrad paul,62763
marielle heller,177532
patrick brice,1155547
chloé zhao,1395183
nikole beckwith,1394638
kris swanberg,45423
mikkel munch-fals,223682
yves hinant,1200018
eric cardot,1200019
delphine lehericey,1200020
filippo macelloni,229115
lorenzo garzella,1211583
paolo zucca,1208697
salvatore mereu,31008
sébastien pilote,1024246
paul magnus lundø,90779
jacques rouffio,19829
robert vernay,592938
thom best,59940
pat bermel,294790
patrick dewolf,255566
david langlitz,1763968
dewi humphreys,98466
marcos jorge,558263
stéphane robelin,933226
evan johnson,1409534
david grieco,105105
jabbar raisani,1420778
pascal plisson,78419
dominic polcino,1223625
stephanie spray,1198232
pacho velez,1198233
gabriel rojas vera,1031840
ryan gosling,30614
ilinca calugareanu,1555114
maccio capatonda,1258076
gordon davidson,254335
marie amachoukeli,1312056
claire burger,1312057
samuel theis,1312061
burhan qurbani,1365658
manu payet,83967
rodolphe lauga,1293457
aleksandr gromov,1269761
cesare zavattini,12330
hollingsworth morse,151748
renato de maria,224372
chris munger,1309070
jonas quastel,198573
tia buhl,91408
hardi volmer,1084408
katie wolfe,173593
dan m. kinem,1301726
levi peretic,1301727
ian connacher,92397
cameron cairnes,1083154
colin cairnes,1083156
rezo chkheidze,1127813
levan koguashvili,1049945
eldar shengelaya,1117979
savva kulish,629714
viktor tregubovich,544625
yan frid,99651
aleksandr pavlovskiy,240560
robert l. lippert,70567
eddie dew,1230787
demofilo fidani,1046507
diego spataro,1046512
mario siciliano,29388
gianni crea,43877
giorgio cristallini,1087351
santiago a. zannou,1118953
michael salomon,565465
mike elliott,37021
john h. auer,95118
anthony joseph giunta,1110610
tulio demicheli,31338
paul golding,1140167
federico zampaglione,118581
walter c. miller,1227247
ivan pyryev,236856
don taylor,215839
cary medoway,994095
hal masonberg,1047918
neus ballús,1151386
javier ruiz caldera,114464
dayyan eng,143600
maurice lehmann,239196
franco indovina,932651
michael pfleghar,1180262
alan deutsch,1049924
jan forsström,124858
robert berger,1140278
karlyn michelson,1140279
matthew avant,928428
david thacker,199578
park young-kyun,1272719
shim sung-bo,1325711
alexis durand-brault,928773
sara colangelo,1279519
lucio de caro,67928
john stimpson,236510
mike malloy,1086880
fenar ahmad,1183636
pablo malo,1069344
matt adams,1156237
jeremy garelick,59027
lawrence schiller,84614
bala,560061
péter rudolf,89633
iván kapitány,89651
stephen lance,1370847
uwe heidschötter,592853
johannes weiland,592854
kiah roache-turner,1361546
erik leijonborg,558170
alain darborg,1394236
lisa james larsson,1145017
hans åke gabrielsson,580209
thomas ryberger,564051
johan von reybekiel,1203752
marcus werner hed,1203753
richard hobert,252729
staffan götestam,68885
mikael syrén,231341
fredde granberg,1252593
joachim hedén,1349785
christjan wegner,151157
gerard damiano,46092
michael jones,1331776
andy jones,1331778
kelly dolen,1155484
eun-hyung park,1134991
jayro bustamante,1416379
takehiko shinjō,123885
micah magee,1422992
diego quemada-díez,1409683
fred  newmeyer,1123222
peter hayman,1208779
james whitmore jr.,87472
jason lockhart,40066
karlheinz martin,591500
jared leto,7499
markus dietrich,1301158
peter lindholm,1261548
christopher miles,201439
ernest day,47846
irene taylor brodsky,589012
carlo mazzacurati,93725
étienne faure,1555903
leo d. paur,1696421
bryan tucker,1348142
enzo di gianni,1093407
erik sharkey,1198494
mårten knutsson,72681
torkel knutsson,72682
liz marshall,215726
logan sekulow,1297511
jonathan heap,82386
don mischer,41272
philippa lowthorpe,96305
sadyk sher-niyaz,1372345
ivan andonov,28761
sundar c,584275
stere gulea,85231
sukumar,237051
abhishek jain,1377562
noël burch,584035
allan sekula,1038006
joel steege,1429417
filippos tsitos,221466
cisco henson,562673
julia kuperberg,1289879
clara kuperberg,1201230
dean cundey,1060
giorgos servetas,1203131
lewis abernathy,8538
felix o. adlon,1028338
tony craig,185072
matthias emcke,57367
cynthia beatt,930430
emmanuel klotz,84097
albert pereira-lazaro,84098
riad sattouf,83793
kyungmin woo,1372390
giorgio ferroni,33724
hua-tao teng,564818
cory james krueckeberg,1111714
anastasia pappas,148347
tawnia mckiernan,1224653
aik karapetian,1332317
edoardo de angelis,929899
john mackie,1429824
john alexander,136531
lisa r. cohen,1018690
anthony howarth,1316124
aneta kopacz,1413999
tomasz sliwinski,1328327
courtney daniels,1429053
stefan liberski,130929
richard ramsey,1322602
gert de graaff,557661
tim sutton,1007689
nenad cicin-sain,1075004
ole giæver,575126
will bakke,1103650
dinos katsouridis,1126411
nikos perakis,36970
joanna hogg,105435
mohamed amin benamraoui,1429653
nour eddine lakhmari,1301935
maria beatty,1082036
todd morris,162060
jacob roebuck,1162321
robert angelo,240976
gianni siragusa,1039910
matthew a. brown,143056
helmut dietl,5636
lav diaz,1051381
lee su-jin,1263929
michael maren,1287278
duane journey,1149038
cynthia wade,1107494
peter deluise,118463
mélanie laurent,19119
benjamín naishtat,1291436
paul tibbitt,217174
will canon,223098
obie benz,1146396
joshua waletzky,1106081
keefe brasselle,119081
vic losick,1081426
louis d'esposito,57027
michael french,92129
patrick jean,1106516
benoît pétré,225896
deborah saïag,1433042
mika tard,1433043
isabelle vitari,1433044
darrell moore,1879151
marc lawrence,3140
ralph richardson,12689
kieron hawkes,1052791
james e. duff,1141400
matheson muir,1288764
pierre falardeau,537978
jimmy zeilinger,1434065
malcolm mcdonald,535402
todd portugal,1124099
eric bernt,21348
tomu uchida,998534
barry pollack,178213
jimmy sangster,30700
robert s. baker,61821
monty berman,133868
riku suokas,1182829
olivier de plas,586204
rocco urbisci,74881
maurice barthélemy,132542
torun lian,63744
kim dong-won,84907
jackie reem salloum,1083120
elizabeth mitchell,218737
brek taylor,237526
darragh byrne,228867
per berglund,56396
david boone wilson,1155930
robert may,21116
paul cotter,222349
georg fenady,1217460
rafael portillo,236467
dilip mehta,554930
david sampliner,1049816
sergey solovyov,235922
daniel lambo,1201593
vincenzo salemme,129059
massimo venier,120018
aldo baglio,120019
giovanni storti,120020
giacomo poretti,120025
łukasz palkowski,121674
cédric jimenez,1002647
guglielmo garroni,1139304
massimo felisatti,978927
roman prygunov,235774
robert ethan gunnerson,81910
tom hines,210311
masahiko murata,116065
kazuchika kise,16142
jesse zwick,1302421
tizuka yamasaki,559726
kiran rao,130959
anand l rai,591123
tomasz wasilewski,1091980
angela sun,55393
fabrice gobert,1167218
susumu kudo,571455
mario imperoli,239479
gianfranco pagani,1265633
mario moroni,44973
gianni manera,1121908
gianfranco piccioli,228260
christopher shelton,1138364
joanna kos-krauze,1171854
franco lo cascio,1093690
angelo pannacciò,1134194
shinji higuchi,80752
isshin inudô,99245
stéphane lafleur,442985
eduardo coutinho,932971
leonardo favio,116190
alejo moguillansky,128046
fia-stina sandlund,1355945
raya martin,130992
adam leon,1104837
matthew thompson,182690
александр гордон,1171055
марика бейку,1171056
jake hoffman,134235
jessica goldberg,1110909
j.k. amalou,994199
andrew droz palermo,1106693
tracy droz tragos,1285817
jeff broadway,1087353
ryūichi yagi,1311591
sean hogan,545138
andrew parkinson,545139
kuei chih-hung,1041643
scott schirmer,1109818
éric falardeau,1097527
khwaja sarfraz,106347
jon watts,1293994
marc fitoussi,125977
bernardo ruiz,42016
lorenzo gabriele,223525
david delrieux,1117482
christine carrière,233489
mikhaël hers,931581
noémie lvovsky,49168
adam carolla,76245
kevin hench,76248
joshua rofe,1314043
brian ivie,1434996
mae czarina cruz,238156
allen h. miner,153323
nicholas david lean,1153564
jean-jacques jauffret,1050920
brett c. leonard,221027
kim hwi,1107433
montgomery tully,130945
pat jackson,117718
drew maxwell,1018810
andrew chapman,940785
liz tuccillo,1233554
justin schwarz,1107974
patrick jenkins,136975
kelly smith,149749
gabriel london,1332306
jim-yuen yu,1387845
lung to,1681499
lisa langseth,227455
sonja prosenc,1367731
siniša gačić,1387850
blaž završnik,1380244
bitte andersson,1441577
esa illi,1426709
janez burger,584956
midi z,1033620
lois patiño,1221292
david johndrow,77259
denny tedesco,1422815
andre van heerden,400950
leslee udwin,69903
kim bass,134878
mark simon hewis,1285705
j. christian ingvordsen,54804
eric forsberg,112019
vardis marinakis,1381159
justin rhodes,113939
jean-paul civeyrac,1029284
morio asaka,137703
brian hannant,55992
felix fuchssteiner,239235
craig macneill,1033123
karin af klintberg,1420355
anders helgeson,1420356
levan akin,931406
saul swimmer,84525
dmitriy dyachenko,115122
hugh sullivan,1293869
sharat katariya,1312092
lisa ohlin,232123
thomas gilou,113610
thomas lilti,231431
lisa siwe,115927
chris prynoski,78438
edna luise biesold,1179821
sarah-violet bliss,1179822
gabrielle demeestere,1179823
alexis gambis,1179824
brooke goldfinch,1179825
shripriya mahesh,1179827
pamela romanowsky,1179828
bruce thierry cheung,1179829
tine thomasen,1179830
virginia urreiztieta,1179832
omar zúñiga hidalgo,1179833
shruti ganguly,1179836
andrea di stefano,40541
viktors ritelis,107010
stefan haupt,1160284
masanori tominaga,1104912
mischa kamp,143014
marc bauder,929386
tsutomu hanabusa,585208
adam macdonald,64618
takaaki hirao,89817
daniel vance,1075464
nicholas sgarro,191935
william grefe,99234
david paulsen,163641
steve wolsh,1293582
ted geoghegan,1094069
jordan leondopoulos,1050728
gabrielle beaumont,107011
chuck vincent,98385
noboru ishiguro,76409
john terlesky,102439
sean branney,589129
eugene marner,141710
bob bralver,170706
quentin masters,254081
robert allen schnitzer,1110543
clive rees,583088
joseph hahn,930357
sasha reuther,1408873
david hickson,587559
kristian fraga,140374
andy milligan,103188
kris elgstrand,545727
dylan akio smith,545726
pete walker,120493
torsten c. fischer,54751
fabrizio de angelis,53188
justin lo,121867
franco battiato,589376
jennifer devoldère,109124
jerome hellman,30571
nikolay lebedev,93550
camilo tavares,1106992
jaime jiménez pons,1058994
rubén galindo,1066863
jan krüger,1149636
vincent lannoo,1011340
dan carracino,1044251
kevin hanlon,1044252
tom gerhardt,57852
etan cohen,52803
aziz ansari,86626
adam massey,586116
nitin kakkar,1143362
damon gameau,108246
tommy krappweis,66059
ignacio f. iquino,53943
mario philip azzopardi,44132
helmut krätzig,1244885
philipp stennert,16813
luc vinciguerra,144220
tobi baumann,17010
jim torres,106021
philip einstein lipski,587167
florian gärtner,48304
alex schmidt,1097133
florian david fitz,104243
gerald salmina,232375
torsten wacker,68595
libby spears,1148891
sebastian niemann,51601
thilo rothkirch,57324
peter gersina,52102
robert wilde,1080785
donovan cook,300347
william r. kowalchuk jr.,1085093
oliver ziegenbalg,37709
aaron seelman,1102683
leon joosen,1272710
david sieveking,145639
mathias dinter,18037
akim isker,562154
lucien jean-baptiste,136745
sven unterwaldt jr.,59338
lee eon-hee,125426
michael karen,18064
veit vollmer,56494
udo beissel,57796
joseph cates,1247085
granz henman,37705
wolfgang büld,19921
sammy jackson,1257891
